Entity,Code,Year,cumulative
United Kingdom,GBR,1999,67894752319
United Kingdom,GBR,2000,68461813771
United Kingdom,GBR,2001,69037741271
United Kingdom,GBR,2002,69597782225
United Kingdom,GBR,2003,70169383194
United Kingdom,GBR,2004,70742586958
United Kingdom,GBR,2005,71312588008
United Kingdom,GBR,2006,71880240253
United Kingdom,GBR,2007,72439562234
United Kingdom,GBR,2008,72984410472
United Kingdom,GBR,2009,73479015204
United Kingdom,GBR,2010,73991229457
United Kingdom,GBR,2011,74461040920
United Kingdom,GBR,2012,74948711673
United Kingdom,GBR,2013,75426444245
United Kingdom,GBR,2014,75865135422
United Kingdom,GBR,2015,76287797976
United Kingdom,GBR,2016,76686348860
United Kingdom,GBR,2017,77071055648
United States,USA,1900,10664438400
United States,USA,1901,11385964272
United States,USA,1902,12150457872
United States,USA,1903,13044862256
United States,USA,1904,13925083296
United States,USA,1905,14909581776
United States,USA,1906,15942921376
United States,USA,1907,17144724368
United States,USA,1908,18195698800
United States,USA,1909,19359051776
United States,USA,1910,20628279696
United States,USA,1911,21884665296
United States,USA,1912,23225876160
United States,USA,1913,24665989376
United States,USA,1914,25981687808
United States,USA,1915,27346956496
United States,USA,1916,28863214960
United States,USA,1917,30531683312
United States,USA,1918,32277267872
United States,USA,1919,33754218944
United States,USA,1920,35490108560
United States,USA,1921,36912081312
United States,USA,1922,38345408800
United States,USA,1923,40239418336
United States,USA,1924,41935011280
United States,USA,1925,43675909584
United States,USA,1926,45564445104
United States,USA,1927,47409283760
United States,USA,1928,49237070160
United States,USA,1929,51197409088
United States,USA,1930,52939619104
United States,USA,1931,54422700048
United States,USA,1932,55679100304
United States,USA,1933,57026283488
United States,USA,1934,58460673536
United States,USA,1935,59950935920
United States,USA,1936,61661631872
United States,USA,1937,63451195424
United States,USA,1938,64964614288
United States,USA,1939,66632478080
United States,USA,1940,68503968672
United States,USA,1941,70543182528
United States,USA,1942,72737079472
United States,USA,1943,75004263744
United States,USA,1944,77444641632
United States,USA,1945,79799981744
United States,USA,1946,82053015648
United States,USA,1947,84533778144
United States,USA,1948,87110830560
United States,USA,1949,89270820848
United States,USA,1950,91806763184
United States,USA,1951,94419132896
United States,USA,1952,96964213248
United States,USA,1953,99569958448
United States,USA,1954,102053010944
United States,USA,1955,104774732736
United States,USA,1956,107627636720
United States,USA,1957,110456248384
United States,USA,1958,113197173200
United States,USA,1959,116020177902
United States,USA,1960,118907998334
United States,USA,1961,121785368182
United States,USA,1962,124769369927
United States,USA,1963,127885392298
United States,USA,1964,131138147497
United States,USA,1965,134526340175
United States,USA,1966,138085519334
United States,USA,1967,141778817505
United States,USA,1968,145607123559
United States,USA,1969,149628626176
United States,USA,1970,153954127001
United States,USA,1971,158305435658
United States,USA,1972,162863888300
United States,USA,1973,167626340512
United States,USA,1974,172219298772
United States,USA,1975,176620093781
United States,USA,1976,181227261968
United States,USA,1977,185962628285
United States,USA,1978,190845592329
United States,USA,1979,195739635203
United States,USA,1980,200456351559
United States,USA,1981,204986721402
United States,USA,1982,209288692093
United States,USA,1983,213624608656
United States,USA,1984,218092870680
United States,USA,1985,222577208833
United States,USA,1986,227065064673
United States,USA,1987,231745898725
United States,USA,1988,236631489228
United States,USA,1989,241579510391
United States,USA,1990,246700774852
United States,USA,1991,251771614252
United States,USA,1992,256945673328
United States,USA,1993,262230361211
United States,USA,1994,267608348348
United States,USA,1995,273047561662
United States,USA,1996,278673748379
United States,USA,1997,284377639087
United States,USA,1998,290129963276
United States,USA,1999,295962213454
United States,USA,2000,301962819521
United States,USA,2001,307865274514
United States,USA,2002,313808925793
United States,USA,2003,319800245362
United States,USA,2004,325906866097
United States,USA,2005,332038871802
United States,USA,2006,338091108087
United States,USA,2007,344222091650
United States,USA,2008,350154866931
United States,USA,2009,355650261889
United States,USA,2010,361351337696
United States,USA,2011,366922044256
United States,USA,2012,372288774538
United States,USA,2013,377808387094
United States,USA,2014,383377146353
United States,USA,2015,388797950480
United States,USA,2016,394108811886
United States,USA,2017,399378341399
